timestamp,dataset,ucr_type,resample,transformer,arm,top_n,n_train,n_test,n_classes,pool_features,used_features,accuracy,balanced_accuracy,redundancy,relevance,tabpfn_n_estimators,transform_time,mi_time,select_time,tabpfn_time,seed,device,n_cpus,gpu_name,host,notes
2026-09-07T19:54:19+00:00,ProximalPhalanxOutlineCorrect,Image,4,MultiRocket,random,100,600,291,2,49728,100,0.8831615120274914,0.8327507100720997,0.32688,0.0565,8,0.858,13.497,0.001,1.949,4,cuda,16,NVIDIA A100-SXM4-80GB,gpu109-23-r,a100-reference
2026-09-07T19:54:20+00:00,ProximalPhalanxOutlineCorrect,Image,4,MultiRocket,mutual_info,100,600,291,2,49728,100,0.8969072164948454,0.8544898405068821,0.70838,0.18021,8,0.858,13.497,0.002,0.916,4,cuda,16,NVIDIA A100-SXM4-80GB,gpu109-23-r,a100-reference
2026-09-07T19:54:23+00:00,ProximalPhalanxOutlineCorrect,Image,4,MultiRocket,mrmr,100,600,291,2,49728,100,0.8934707903780069,0.8461328381035613,0.16795,0.14983,8,0.858,13.497,0.118,2.351,4,cuda,16,NVIDIA A100-SXM4-80GB,gpu109-23-r,a100-reference
2026-09-07T19:54:43+00:00,ProximalPhalanxOutlineCorrect,Image,4,MultiRocket,pca,100,600,291,2,49728,100,0.8969072164948454,0.8486454009176316,0.0,0.01356,8,0.858,13.497,16.159,3.165,4,cuda,16,NVIDIA A100-SXM4-80GB,gpu109-23-r,a100-reference
