timestamp,dataset,ucr_type,resample,n_train,n_test,series_length,n_channels,n_classes,accuracy,balanced_accuracy,n_groups,n_kernels,tabpfn_n_estimators,feature_time,tabpfn_time,total_time,seed,device,n_cpus,gpu_name,host,torch_version,tabpfn_version,aeon_version,notes
2026-09-09T13:54:30+00:00,CinCECGTorso,Sensor,4,40,1380,1639,1,4,0.7260869565217392,0.726132697167349,10,10,8|8|8|8|8|8|8|8|8|8,0.796,8.437,9.237,4,cuda,4,NVIDIA A100-SXM4-80GB,gpu203-23-r,2.11.0+cu128,8.1.0,1.5.0,kernel-probe k=10
2026-09-09T13:54:39+00:00,Rock,Spectrum,4,20,50,2844,1,4,0.78,0.8234126984126984,10,10,8|8|8|8|8|8|8|8|8|8,0.092,8.199,8.294,4,cuda,4,NVIDIA A100-SXM4-80GB,gpu203-23-r,2.11.0+cu128,8.1.0,1.5.0,kernel-probe k=10
2026-09-09T13:54:47+00:00,InsectEPGSmallTrain,EPG,4,17,249,601,1,3,0.963855421686747,0.9662921348314607,10,10,8|8|8|8|8|8|8|8|8|8,0.076,8.042,8.12,4,cuda,4,NVIDIA A100-SXM4-80GB,gpu203-23-r,2.11.0+cu128,8.1.0,1.5.0,kernel-probe k=10
2026-09-09T13:54:55+00:00,FaceFour,Image,4,24,88,350,1,4,0.875,0.8872377622377623,10,10,8|8|8|8|8|8|8|8|8|8,0.038,7.992,8.032,4,cuda,4,NVIDIA A100-SXM4-80GB,gpu203-23-r,2.11.0+cu128,8.1.0,1.5.0,kernel-probe k=10
2026-09-09T13:55:03+00:00,BeetleFly,Image,4,20,20,512,1,2,0.95,0.95,10,10,8|8|8|8|8|8|8|8|8|8,0.032,7.944,7.977,4,cuda,4,NVIDIA A100-SXM4-80GB,gpu203-23-r,2.11.0+cu128,8.1.0,1.5.0,kernel-probe k=10
