dataset,task,setting,main_metric,baseline,shuffle_mean,shuffle_std,max_abs_diff,max_rel_diff,meaningful
ke02_shuffle,regression,default,r2,0.998077038738751,0.9980146325644588,5.58002408016885e-05,0.0001285035697278225,0.0001287511532077822,False
ke02_2025,regression,default,rmse,2605.812051679693,2621.472954117197,35.38322741309318,55.59674786316418,0.02133567070860955,True
