timestamp,dataset,openml_id,n_rows,n_features,model,device,fold,n_train,n_test,seed,rmse,mae,r2,search_time,refit_time,fit_time,predict_time,total_time,n_cpus,gpu_name,host,torch_version,notes
2026-07-28T10:14:00+00:00,ke02_2025,0,125948,7,mean_baseline,cpu,0,101015,24789,42,3495.545913609283,3297.2425943430876,-5.679647156425259,0.0,6.543193012475967e-05,6.543193012475967e-05,5.887914448976517e-05,0.00012431107461452484,16,NVIDIA A100-SXM4-80GB,gpu201-09-l,2.11.0+cu128,{'train_mean': 21021.191193667626}
2026-07-28T10:14:37+00:00,ke02_2025,0,125948,7,tabpfn_v3,cuda,0,101015,24789,42,2594.0553819162824,1875.6503493457647,-2.6785950989987035,0.0,1.0471847532317042,1.0471847532317042,35.72862018831074,36.77580494154245,16,NVIDIA A100-SXM4-80GB,gpu201-09-l,2.11.0+cu128,
2026-07-28T10:14:43+00:00,ke02_2025,0,125948,7,xgb_tuned,cpu,0,101015,24789,42,1743.0008642860803,1327.2241031484025,-0.6608052351425606,5.853526823222637,0.03551912121474743,5.889045944437385,0.0008186139166355133,5.88986455835402,16,NVIDIA A100-SXM4-80GB,gpu201-09-l,2.11.0+cu128,"{'best_rounds': 8, 'val_rmse': 1241.2510885742804, 'search_time': 5.853526823222637, 'refit_time': 0.03551912121474743}"
2026-07-28T10:14:58+00:00,ke02_2025,0,125948,7,lgbm_tuned,cpu,0,101015,24789,42,1680.0643739656975,1309.5605004949496,-0.5430334665243179,14.907631772570312,0.3996667405590415,15.307298513129354,0.009542865678668022,15.316841378808022,16,NVIDIA A100-SXM4-80GB,gpu201-09-l,2.11.0+cu128,"{'best_rounds': 276, 'val_rmse': 1285.6799289369699, 'search_time': 14.907631772570312, 'refit_time': 0.3996667405590415}"
