dataset,task,setting,main_metric,baseline,shuffle_mean,shuffle_std,max_abs_diff,max_rel_diff,meaningful
ke02_shuffle,regression,n_est1,r2,0.9962056740984979,0.9964779225555604,0.00020689041375244224,0.0005487852582563013,0.0005508754592799491,False
ke02_2025,regression,n_est1,rmse,2676.325792518857,2456.2472343404324,184.43711303645833,479.0499581430172,0.1789953822072437,True
