timestamp,dataset,ucr_type,resample,n_train,n_test,series_length,n_channels,n_classes,accuracy,balanced_accuracy,n_groups,n_kernels,tabpfn_n_estimators,feature_time,tabpfn_time,total_time,seed,device,n_cpus,gpu_name,host,torch_version,tabpfn_version,aeon_version,notes
2026-09-01T22:29:07+00:00,ACSF1,Device,22,100,100,1460,1,10,0.87,0.8699999999999999,10,1000,10|10|10|10|10|10|10|10|10|10,2.989,27.613,30.604,22,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T22:29:34+00:00,BeetleFly,Image,22,20,20,512,1,2,0.9,0.9,10,1000,10|10|10|10|10|10|10|10|10|10,0.269,27.056,27.327,22,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T22:30:03+00:00,DistalPhalanxOutlineAgeGroup,Image,22,400,139,80,1,3,0.8345323741007195,0.7898015355642475,10,1000,10|10|10|10|10|10|10|10|10|10,0.453,28.642,29.097,22,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T22:31:19+00:00,ECG5000,ECG,22,500,4500,140,1,5,0.9502222222222222,0.5847370221011984,10,1000,10|10|10|10|10|10|10|10|10|10,6.764,69.132,75.898,22,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T22:31:50+00:00,Fish,Image,22,175,175,463,1,7,0.96,0.9615454332203102,10,1000,10|10|10|10|10|10|10|10|10|10,1.589,28.802,30.392,22,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T22:32:55+00:00,FreezerRegularTrain,Sensor,22,150,2850,301,1,2,0.9982456140350877,0.9982456140350877,10,1000,10|10|10|10|10|10|10|10|10|10,8.626,57.083,65.711,22,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T22:33:59+00:00,FreezerSmallTrain,Sensor,22,28,2850,301,1,2,0.9564912280701754,0.9564912280701754,10,1000,10|10|10|10|10|10|10|10|10|10,8.273,54.693,62.968,22,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T22:34:27+00:00,Ham,Spectro,22,109,105,431,1,2,0.8380952380952381,0.8376906318082789,10,1000,10|10|10|10|10|10|10|10|10|10,0.954,27.664,28.62,22,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T22:34:55+00:00,ItalyPowerDemand,Sensor,22,67,1029,24,1,2,0.9611273080660836,0.9611779772428487,10,1000,10|10|10|10|10|10|10|10|10|10,0.307,27.775,28.085,22,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T22:36:16+00:00,MixedShapesSmallTrain,Image,22,100,2425,1024,1,5,0.9274226804123711,0.9245549851818444,10,1000,10|10|10|10|10|10|10|10|10|10,25.122,54.57,79.694,22,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
