timestamp,dataset,ucr_type,resample,n_train,n_test,series_length,n_channels,n_classes,accuracy,balanced_accuracy,n_groups,n_kernels,tabpfn_n_estimators,feature_time,tabpfn_time,total_time,seed,device,n_cpus,gpu_name,host,torch_version,tabpfn_version,aeon_version,notes
2026-09-01T20:59:04+00:00,ACSF1,Device,16,100,100,1460,1,10,0.76,0.76,10,1000,10|10|10|10|10|10|10|10|10|10,3.002,27.72,30.724,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T20:59:32+00:00,BeetleFly,Image,16,20,20,512,1,2,0.8,0.8,10,1000,10|10|10|10|10|10|10|10|10|10,0.271,27.311,27.583,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:00:01+00:00,DistalPhalanxOutlineAgeGroup,Image,16,400,139,80,1,3,0.841726618705036,0.8146313197160655,10,1000,10|10|10|10|10|10|10|10|10|10,0.454,28.637,29.093,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:01:17+00:00,ECG5000,ECG,16,500,4500,140,1,5,0.9435555555555556,0.5586035675011691,10,1000,10|10|10|10|10|10|10|10|10|10,6.711,69.466,76.179,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:01:49+00:00,Fish,Image,16,175,175,463,1,7,0.9542857142857143,0.9540256541488069,10,1000,10|10|10|10|10|10|10|10|10|10,1.594,29.99,31.586,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:02:55+00:00,FreezerRegularTrain,Sensor,16,150,2850,301,1,2,0.9989473684210526,0.9989473684210526,10,1000,10|10|10|10|10|10|10|10|10|10,8.685,57.443,66.131,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:03:58+00:00,FreezerSmallTrain,Sensor,16,28,2850,301,1,2,0.9989473684210526,0.9989473684210526,10,1000,10|10|10|10|10|10|10|10|10|10,8.303,54.543,62.848,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:04:27+00:00,Ham,Spectro,16,109,105,431,1,2,0.8095238095238095,0.8088235294117647,10,1000,10|10|10|10|10|10|10|10|10|10,0.96,27.777,28.738,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:04:55+00:00,ItalyPowerDemand,Sensor,16,67,1029,24,1,2,0.9650145772594753,0.9650142798857609,10,1000,10|10|10|10|10|10|10|10|10|10,0.307,27.968,28.276,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:06:16+00:00,MixedShapesSmallTrain,Image,16,100,2425,1024,1,5,0.9410309278350516,0.9403497276123151,10,1000,10|10|10|10|10|10|10|10|10|10,25.249,55.106,80.357,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:07:18+00:00,PhalangesOutlinesCorrect,Image,16,1800,858,80,1,2,0.8671328671328671,0.8499759494250767,10,1000,10|10|10|10|10|10|10|10|10|10,2.081,60.038,62.121,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:07:47+00:00,Plane,Sensor,16,105,105,144,1,7,1.0,1.0,10,1000,10|10|10|10|10|10|10|10|10|10,0.338,28.14,28.479,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:08:17+00:00,Rock,Spectrum,16,20,50,2844,1,4,0.84,0.8591269841269841,10,1000,10|10|10|10|10|10|10|10|10|10,2.276,27.571,29.849,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:08:50+00:00,ScreenType,Device,16,375,375,720,1,3,0.704,0.7040000000000001,10,1000,10|10|10|10|10|10|10|10|10|10,5.253,28.157,33.412,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:09:19+00:00,ShapeletSim,Simulated,16,20,180,500,1,2,1.0,1.0,10,1000,10|10|10|10|10|10|10|10|10|10,1.042,27.449,28.493,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:09:47+00:00,SmoothSubspace,Simulated,16,150,150,15,1,3,0.98,0.98,10,1000,10|10|10|10|10|10|10|10|10|10,0.083,28.133,28.218,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:11:09+00:00,UWaveGestureLibraryX,Motion,16,896,3582,315,1,8,0.8729759910664433,0.8714904617803049,10,1000,10|10|10|10|10|10|10|10|10|10,13.483,68.635,82.122,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:12:32+00:00,UWaveGestureLibraryZ,Motion,16,896,3582,315,1,8,0.8182579564489112,0.8191687302948352,10,1000,10|10|10|10|10|10|10|10|10|10,13.488,68.706,82.197,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:13:00+00:00,Wine,Spectro,16,57,54,234,1,2,0.9259259259259259,0.9259259259259258,10,1000,10|10|10|10|10|10|10|10|10|10,0.299,27.778,28.078,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T21:13:30+00:00,Worms,Motion,16,181,77,900,1,5,0.7662337662337663,0.6884498834498836,10,1000,10|10|10|10|10|10|10|10|10|10,2.335,28.29,30.627,16,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
