timestamp,dataset,ucr_type,resample,n_train,n_test,series_length,n_channels,n_classes,accuracy,balanced_accuracy,n_groups,n_kernels,tabpfn_n_estimators,feature_time,tabpfn_time,total_time,seed,device,n_cpus,gpu_name,host,torch_version,tabpfn_version,aeon_version,notes
2026-09-01T19:44:10+00:00,ACSF1,Device,11,100,100,1460,1,10,0.85,0.85,10,1000,10|10|10|10|10|10|10|10|10|10,3.006,27.647,30.654,11,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T19:44:37+00:00,BeetleFly,Image,11,20,20,512,1,2,1.0,1.0,10,1000,10|10|10|10|10|10|10|10|10|10,0.271,27.176,27.448,11,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T19:45:06+00:00,DistalPhalanxOutlineAgeGroup,Image,11,400,139,80,1,3,0.8201438848920863,0.7805881500796755,10,1000,10|10|10|10|10|10|10|10|10|10,0.455,28.65,29.107,11,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T19:46:22+00:00,ECG5000,ECG,11,500,4500,140,1,5,0.95,0.5741421810969487,10,1000,10|10|10|10|10|10|10|10|10|10,6.773,69.064,75.839,11,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T19:46:53+00:00,Fish,Image,11,175,175,463,1,7,0.9428571428571428,0.9420649137397906,10,1000,10|10|10|10|10|10|10|10|10|10,1.598,28.853,30.453,11,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T19:47:59+00:00,FreezerRegularTrain,Sensor,11,150,2850,301,1,2,0.9989473684210526,0.9989473684210526,10,1000,10|10|10|10|10|10|10|10|10|10,8.67,57.674,66.347,11,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T19:49:02+00:00,FreezerSmallTrain,Sensor,11,28,2850,301,1,2,0.9989473684210526,0.9989473684210526,10,1000,10|10|10|10|10|10|10|10|10|10,8.32,54.251,62.573,11,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T19:49:31+00:00,Ham,Spectro,11,109,105,431,1,2,0.8761904761904762,0.8769063180827887,10,1000,10|10|10|10|10|10|10|10|10|10,0.959,27.755,28.715,11,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T19:49:59+00:00,ItalyPowerDemand,Sensor,11,67,1029,24,1,2,0.967930029154519,0.9679609229792828,10,1000,10|10|10|10|10|10|10|10|10|10,0.307,27.832,28.141,11,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T19:51:20+00:00,MixedShapesSmallTrain,Image,11,100,2425,1024,1,5,0.9558762886597938,0.9562718774486054,10,1000,10|10|10|10|10|10|10|10|10|10,25.266,54.873,80.142,11,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T19:52:22+00:00,PhalangesOutlinesCorrect,Image,11,1800,858,80,1,2,0.8636363636363636,0.8432360621191992,10,1000,10|10|10|10|10|10|10|10|10|10,2.11,60.399,62.511,11,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T19:52:51+00:00,Plane,Sensor,11,105,105,144,1,7,1.0,1.0,10,1000,10|10|10|10|10|10|10|10|10|10,0.338,28.044,28.384,11,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T19:53:20+00:00,Rock,Spectrum,11,20,50,2844,1,4,0.8,0.8412698412698413,10,1000,10|10|10|10|10|10|10|10|10|10,2.276,27.481,29.758,11,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T19:53:54+00:00,ScreenType,Device,11,375,375,720,1,3,0.7146666666666667,0.7146666666666667,10,1000,10|10|10|10|10|10|10|10|10|10,5.261,27.855,33.118,11,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T19:54:22+00:00,ShapeletSim,Simulated,11,20,180,500,1,2,1.0,1.0,10,1000,10|10|10|10|10|10|10|10|10|10,1.034,27.191,28.226,11,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
