timestamp,dataset,ucr_type,resample,n_train,n_test,series_length,n_channels,n_classes,accuracy,balanced_accuracy,n_groups,n_kernels,tabpfn_n_estimators,feature_time,tabpfn_time,total_time,seed,device,n_cpus,gpu_name,host,torch_version,tabpfn_version,aeon_version,notes
2026-09-06T13:21:18+00:00,Coffee,Spectro,3,28,28,286,1,2,1.0,1.0,10,1000,10|10|10|10|10|10|10|10|10|10,0.21,27.042,27.253,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:21:46+00:00,BME,Simulated,3,30,150,128,1,3,0.9933333333333333,0.9933333333333333,10,1000,10|10|10|10|10|10|10|10|10|10,0.259,27.561,27.822,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:22:13+00:00,Beef,Spectro,3,30,30,470,1,5,0.9,0.9,10,1000,10|10|10|10|10|10|10|10|10|10,0.322,27.039,27.362,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:22:41+00:00,SyntheticControl,Simulated,3,300,300,60,1,6,1.0,1.0,10,1000,10|10|10|10|10|10|10|10|10|10,0.387,27.764,28.152,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:23:09+00:00,SonyAIBORobotSurface1,Sensor,3,20,601,70,1,2,0.9750415973377704,0.975252559495559,10,1000,10|10|10|10|10|10|10|10|10|10,0.46,27.109,27.57,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:23:38+00:00,ProximalPhalanxOutlineAgeGroup,Image,3,400,205,80,1,3,0.8682926829268293,0.8389928698752228,10,1000,10|10|10|10|10|10|10|10|10|10,0.503,28.753,29.258,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:24:06+00:00,Meat,Spectro,3,60,60,448,1,3,1.0,1.0,10,1000,10|10|10|10|10|10|10|10|10|10,0.584,27.258,27.843,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:24:34+00:00,Herring,Image,3,64,64,512,1,2,0.59375,0.5607287449392713,10,1000,10|10|10|10|10|10|10|10|10|10,0.666,27.317,27.985,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:25:02+00:00,Car,Sensor,3,60,60,577,1,4,0.8833333333333333,0.878903990746096,10,1000,10|10|10|10|10|10|10|10|10|10,0.742,27.207,27.951,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:25:30+00:00,ToeSegmentation1,Motion,3,40,228,277,1,2,0.9473684210526315,0.9481481481481482,10,1000,10|10|10|10|10|10|10|10|10|10,0.751,27.318,28.07,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:25:59+00:00,CBF,Simulated,3,30,900,128,1,3,1.0,1.0,10,1000,10|10|10|10|10|10|10|10|10|10,1.173,27.51,28.685,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:26:28+00:00,InsectEPGRegularTrain,EPG,3,62,249,601,1,3,1.0,1.0,10,1000,10|10|10|10|10|10|10|10|10|10,1.879,27.431,29.311,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:27:00+00:00,Strawberry,Spectro,3,613,370,235,1,2,0.9864864864864865,0.9844346829640948,10,1000,10|10|10|10|10|10|10|10|10|10,2.244,29.146,31.391,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:27:33+00:00,Haptics,Motion,3,155,308,1092,1,5,0.577922077922078,0.5774113288030914,10,1000,10|10|10|10|10|10|10|10|10|10,5.041,28.006,33.049,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:28:06+00:00,SmallKitchenAppliances,Device,3,375,375,720,1,3,0.864,0.864,10,1000,10|10|10|10|10|10|10|10|10|10,5.251,27.918,33.171,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:28:48+00:00,SemgHandGenderCh2,Spectrum,3,300,600,1500,1,2,0.97,0.9703296703296703,10,1000,10|10|10|10|10|10|10|10|10|10,13.269,27.985,41.256,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:29:39+00:00,CinCECGTorso,Sensor,3,40,1380,1639,1,4,0.8159420289855073,0.8169553838752457,10,1000,10|10|10|10|10|10|10|10|10|10,22.877,28.538,51.417,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:30:48+00:00,HandOutlines,Image,3,1000,370,2709,1,2,0.9459459459459459,0.9314108054947495,10,1000,10|10|10|10|10|10|10|10|10|10,36.809,30.666,67.476,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T13:32:18+00:00,FordB,Sensor,3,3636,810,500,1,2,0.9444444444444444,0.9445731636678475,10,1000,10|10|10|10|10|10|10|10|10|10,21.393,68.355,89.752,3,cuda,8,NVIDIA A100-SXM4-80GB,gpu203-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
