timestamp,dataset,ucr_type,resample,n_train,n_test,series_length,n_channels,n_classes,accuracy,balanced_accuracy,n_groups,n_kernels,tabpfn_n_estimators,feature_time,tabpfn_time,total_time,seed,device,n_cpus,gpu_name,host,torch_version,tabpfn_version,aeon_version,notes
2026-09-01T18:29:07+00:00,ACSF1,Device,6,100,100,1460,1,10,0.79,0.7899999999999999,10,1000,10|10|10|10|10|10|10|10|10|10,2.989,27.519,30.51,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T18:29:35+00:00,BeetleFly,Image,6,20,20,512,1,2,0.8,0.8,10,1000,10|10|10|10|10|10|10|10|10|10,0.269,27.251,27.521,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T18:30:03+00:00,DistalPhalanxOutlineAgeGroup,Image,6,400,139,80,1,3,0.7913669064748201,0.7926988265971318,10,1000,10|10|10|10|10|10|10|10|10|10,0.453,28.397,28.852,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T18:31:19+00:00,ECG5000,ECG,6,500,4500,140,1,5,0.9493333333333334,0.5415462180748165,10,1000,10|10|10|10|10|10|10|10|10|10,6.672,68.555,75.23,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T18:31:49+00:00,Fish,Image,6,175,175,463,1,7,0.9657142857142857,0.9631474846992089,10,1000,10|10|10|10|10|10|10|10|10|10,1.587,28.636,30.224,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T18:32:55+00:00,FreezerRegularTrain,Sensor,6,150,2850,301,1,2,0.9996491228070176,0.9996491228070176,10,1000,10|10|10|10|10|10|10|10|10|10,8.606,57.362,65.97,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T18:33:58+00:00,FreezerSmallTrain,Sensor,6,28,2850,301,1,2,0.9894736842105263,0.9894736842105263,10,1000,10|10|10|10|10|10|10|10|10|10,8.25,54.072,62.324,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T18:34:26+00:00,Ham,Spectro,6,109,105,431,1,2,0.8095238095238095,0.8099128540305011,10,1000,10|10|10|10|10|10|10|10|10|10,0.953,27.611,28.565,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T18:34:54+00:00,ItalyPowerDemand,Sensor,6,67,1029,24,1,2,0.9698736637512148,0.9698479078834036,10,1000,10|10|10|10|10|10|10|10|10|10,0.306,27.812,28.12,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T18:36:15+00:00,MixedShapesSmallTrain,Image,6,100,2425,1024,1,5,0.9257731958762887,0.9276703656957771,10,1000,10|10|10|10|10|10|10|10|10|10,25.106,54.579,79.687,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T18:37:16+00:00,PhalangesOutlinesCorrect,Image,6,1800,858,80,1,2,0.8648018648018648,0.8480748087406661,10,1000,10|10|10|10|10|10|10|10|10|10,2.068,59.351,61.421,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T18:37:44+00:00,Plane,Sensor,6,105,105,144,1,7,1.0,1.0,10,1000,10|10|10|10|10|10|10|10|10|10,0.335,27.903,28.24,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T18:38:14+00:00,Rock,Spectrum,6,20,50,2844,1,4,0.82,0.8234126984126985,10,1000,10|10|10|10|10|10|10|10|10|10,2.266,27.323,29.59,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T18:38:47+00:00,ScreenType,Device,6,375,375,720,1,3,0.7066666666666667,0.7066666666666667,10,1000,10|10|10|10|10|10|10|10|10|10,5.223,27.894,33.119,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T18:39:15+00:00,ShapeletSim,Simulated,6,20,180,500,1,2,1.0,1.0,10,1000,10|10|10|10|10|10|10|10|10|10,1.025,27.221,28.248,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-01T18:39:44+00:00,SmoothSubspace,Simulated,6,150,150,15,1,3,0.9533333333333334,0.9533333333333333,10,1000,10|10|10|10|10|10|10|10|10|10,0.086,28.1,28.188,6,cuda,8,NVIDIA A100-SXM4-80GB,gpu108-09-l,2.11.0+cu128,8.1.0,1.5.0,a100-reference
