timestamp,dataset,ucr_type,resample,n_train,n_test,series_length,n_channels,n_classes,accuracy,balanced_accuracy,n_groups,n_kernels,tabpfn_n_estimators,feature_time,tabpfn_time,total_time,seed,device,n_cpus,gpu_name,host,torch_version,tabpfn_version,aeon_version,notes
2026-09-06T15:00:34+00:00,MiddlePhalanxOutlineAgeGroup,Image,18,400,154,80,1,3,0.7597402597402597,0.6883031150272529,10,1000,10|10|10|10|10|10|10|10|10|10,0.472,28.943,29.417,18,cuda,8,NVIDIA A100-SXM4-80GB,gpu201-16-r,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T15:01:03+00:00,PowerCons,Power,18,180,180,144,1,2,0.9611111111111111,0.9611111111111111,10,1000,10|10|10|10|10|10|10|10|10|10,0.542,28.281,28.824,18,cuda,8,NVIDIA A100-SXM4-80GB,gpu201-16-r,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T15:01:31+00:00,ToeSegmentation2,Motion,18,36,130,343,1,2,0.8846153846153846,0.8970125786163522,10,1000,10|10|10|10|10|10|10|10|10|10,0.612,27.363,27.977,18,cuda,8,NVIDIA A100-SXM4-80GB,gpu201-16-r,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T15:02:00+00:00,GunPointMaleVersusFemale,Motion,18,135,316,150,1,2,1.0,1.0,10,1000,10|10|10|10|10|10|10|10|10|10,0.688,28.348,29.038,18,cuda,8,NVIDIA A100-SXM4-80GB,gpu201-16-r,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T15:02:30+00:00,MiddlePhalanxOutlineCorrect,Image,18,600,291,80,1,2,0.8350515463917526,0.8238072289156626,10,1000,10|10|10|10|10|10|10|10|10|10,0.727,29.347,30.076,18,cuda,8,NVIDIA A100-SXM4-80GB,gpu201-16-r,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T15:02:58+00:00,DiatomSizeReduction,Image,18,16,306,345,1,4,0.9901960784313726,0.9918478260869565,10,1000,10|10|10|10|10|10|10|10|10|10,1.116,27.435,28.553,18,cuda,8,NVIDIA A100-SXM4-80GB,gpu201-16-r,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T15:03:28+00:00,InsectEPGSmallTrain,EPG,18,17,249,601,1,3,0.8433734939759037,0.798017308872384,10,1000,10|10|10|10|10|10|10|10|10|10,1.645,27.441,29.088,18,cuda,8,NVIDIA A100-SXM4-80GB,gpu201-16-r,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T15:03:58+00:00,WormsTwoClass,Motion,18,181,77,900,1,2,0.7922077922077922,0.7689393939393939,10,1000,10|10|10|10|10|10|10|10|10|10,2.332,28.051,30.385,18,cuda,8,NVIDIA A100-SXM4-80GB,gpu201-16-r,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T15:04:29+00:00,Computers,Device,18,250,250,720,1,2,0.868,0.868,10,1000,10|10|10|10|10|10|10|10|10|10,3.579,27.745,31.326,18,cuda,8,NVIDIA A100-SXM4-80GB,gpu201-16-r,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T15:05:03+00:00,RefrigerationDevices,Device,18,375,375,720,1,3,0.8,0.8000000000000002,10,1000,10|10|10|10|10|10|10|10|10|10,5.244,28.113,33.359,18,cuda,8,NVIDIA A100-SXM4-80GB,gpu201-16-r,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T15:06:29+00:00,Wafer,Sensor,18,1000,6164,152,1,2,0.999675535366645,0.999818148754319,10,1000,10|10|10|10|10|10|10|10|10|10,10.398,75.304,85.706,18,cuda,8,NVIDIA A100-SXM4-80GB,gpu201-16-r,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T15:07:11+00:00,SemgHandSubjectCh2,Spectrum,18,450,450,1500,1,5,0.9466666666666667,0.9466666666666667,10,1000,10|10|10|10|10|10|10|10|10|10,13.355,28.361,41.718,18,cuda,8,NVIDIA A100-SXM4-80GB,gpu201-16-r,2.11.0+cu128,8.1.0,1.5.0,a100-reference
2026-09-06T15:10:06+00:00,StarLightCurves,Sensor,18,1000,8236,1024,1,3,0.9821515298688683,0.9620553514909553,10,1000,10|10|10|10|10|10|10|10|10|10,91.938,81.108,173.048,18,cuda,8,NVIDIA A100-SXM4-80GB,gpu201-16-r,2.11.0+cu128,8.1.0,1.5.0,a100-reference
