timestamp,dataset,ucr_type,resample,transformer,selector,top_n,n_train,n_test,n_classes,pool_features,used_features,components_capped,accuracy,balanced_accuracy,tabpfn_n_estimators,transform_time,select_time,tabpfn_time,total_time,seed,device,n_cpus,gpu_name,host,notes
2026-09-06T15:01:58+00:00,ACSF1,Device,19,MultiRocket,pca,100,100,100,10,49728,100,0,0.78,0.78,8,0.958,4.405,1.643,7.005,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:02:00+00:00,BeetleFly,Image,19,MultiRocket,pca,100,20,20,2,49728,20,1,0.55,0.55,8,0.164,0.312,1.451,1.927,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:02:05+00:00,DistalPhalanxOutlineAgeGroup,Image,19,MultiRocket,pca,100,400,139,3,49728,100,0,0.7266187050359713,0.7034912356946256,8,0.212,3.441,1.584,5.238,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:02:22+00:00,ECG5000,ECG,19,MultiRocket,pca,100,500,4500,5,49728,100,0,0.9508888888888889,0.5697155252420534,8,5.417,8.13,3.184,16.732,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:02:36+00:00,Fish,Image,19,MultiRocket,pca,100,175,175,7,49728,100,0,0.9885714285714285,0.9889455782312925,8,0.402,12.381,1.045,13.828,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:02:56+00:00,FreezerRegularTrain,Sensor,19,MultiRocket,pca,100,150,2850,2,49728,100,0,0.996140350877193,0.996140350877193,8,2.711,11.745,4.97,19.426,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:03:05+00:00,FreezerSmallTrain,Sensor,19,MultiRocket,pca,100,28,2850,2,49728,28,1,0.9463157894736842,0.9463157894736842,8,5.316,1.575,1.754,8.645,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:03:10+00:00,Ham,Spectro,19,MultiRocket,pca,100,109,105,2,49728,100,0,0.819047619047619,0.8175381263616557,8,0.293,0.926,4.28,5.499,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:03:12+00:00,ItalyPowerDemand,Sensor,19,MultiRocket,pca,100,67,1029,2,49728,67,1,0.966958211856171,0.9669862641098872,8,0.337,0.526,1.219,2.082,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:03:22+00:00,MixedShapesSmallTrain,Image,19,MultiRocket,pca,100,100,2425,5,49728,100,0,0.92,0.9185422200889896,8,6.157,1.209,2.202,9.568,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:03:42+00:00,PhalangesOutlinesCorrect,Image,19,MultiRocket,pca,100,1800,858,2,49728,100,0,0.8787878787878788,0.8605925603554905,8,0.895,16.336,2.432,19.663,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:03:50+00:00,Plane,Sensor,19,MultiRocket,pca,100,105,105,7,49728,100,0,1.0,1.0,8,0.158,6.531,1.568,8.257,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:03:53+00:00,Rock,Spectrum,19,MultiRocket,pca,100,20,50,4,49728,20,1,0.5,0.46825396825396826,8,0.906,1.008,1.07,2.983,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:04:10+00:00,ScreenType,Device,19,MultiRocket,pca,100,375,375,3,49728,100,0,0.664,0.664,8,1.115,13.736,1.326,16.176,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:04:12+00:00,ShapeletSim,Simulated,19,MultiRocket,pca,100,20,180,2,49728,20,1,0.95,0.95,8,0.494,1.028,1.198,2.719,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:04:26+00:00,SmoothSubspace,Simulated,19,MultiRocket,pca,100,150,150,3,49728,100,0,0.96,0.96,8,0.076,12.47,1.289,13.835,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:04:49+00:00,UWaveGestureLibraryX,Motion,19,MultiRocket,pca,100,896,3582,8,49728,100,0,0.8738135120044668,0.8724797074943494,8,3.092,16.386,2.845,22.323,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:05:20+00:00,UWaveGestureLibraryZ,Motion,19,MultiRocket,pca,100,896,3582,8,49728,100,0,0.8299832495812395,0.8310013938203828,8,3.139,22.364,5.544,31.046,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:05:25+00:00,Wine,Spectro,19,MultiRocket,pca,100,57,54,2,49728,57,1,0.9444444444444444,0.9444444444444444,8,0.113,3.863,1.106,5.083,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:05:37+00:00,Worms,Motion,19,MultiRocket,pca,100,181,77,5,49728,100,0,0.7012987012987013,0.6777622377622379,8,0.727,10.043,1.119,11.889,19,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
