timestamp,dataset,ucr_type,resample,transformer,selector,top_n,n_train,n_test,n_classes,pool_features,used_features,components_capped,accuracy,balanced_accuracy,tabpfn_n_estimators,transform_time,select_time,tabpfn_time,total_time,seed,device,n_cpus,gpu_name,host,notes
2026-09-06T14:26:34+00:00,ACSF1,Device,9,MultiRocket,pca,100,100,100,10,49728,100,0,0.78,0.78,8,1.099,10.837,3.98,15.915,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:26:39+00:00,BeetleFly,Image,9,MultiRocket,pca,100,20,20,2,49728,20,1,0.6,0.6,8,0.224,0.911,3.924,5.058,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:26:52+00:00,DistalPhalanxOutlineAgeGroup,Image,9,MultiRocket,pca,100,400,139,3,49728,100,0,0.7338129496402878,0.6925684485006519,8,0.332,9.003,4.143,13.478,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:27:16+00:00,ECG5000,ECG,9,MultiRocket,pca,100,500,4500,5,49728,100,0,0.95,0.5837866093110485,8,5.512,14.593,3.15,23.255,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:27:28+00:00,Fish,Image,9,MultiRocket,pca,100,175,175,7,49728,100,0,0.9714285714285714,0.973450195125072,8,0.38,10.112,1.884,12.376,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:27:42+00:00,FreezerRegularTrain,Sensor,9,MultiRocket,pca,100,150,2850,2,49728,100,0,0.9971929824561403,0.9971929824561403,8,2.713,8.854,2.129,13.696,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:27:49+00:00,FreezerSmallTrain,Sensor,9,MultiRocket,pca,100,28,2850,2,49728,28,1,0.964561403508772,0.964561403508772,8,2.752,2.527,1.588,6.868,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:28:00+00:00,Ham,Spectro,9,MultiRocket,pca,100,109,105,2,49728,100,0,0.8095238095238095,0.8077342047930283,8,0.272,9.421,1.024,10.717,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:28:05+00:00,ItalyPowerDemand,Sensor,9,MultiRocket,pca,100,67,1029,2,49728,67,1,0.9620991253644315,0.9620563035495715,8,0.276,4.332,1.07,5.678,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:28:23+00:00,MixedShapesSmallTrain,Image,9,MultiRocket,pca,100,100,2425,5,49728,100,0,0.9191752577319587,0.919347285811796,8,5.046,9.839,2.566,17.45,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:28:50+00:00,PhalangesOutlinesCorrect,Image,9,MultiRocket,pca,100,1800,858,2,49728,100,0,0.8741258741258742,0.8551239177241285,8,0.908,23.232,2.602,26.742,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:28:59+00:00,Plane,Sensor,9,MultiRocket,pca,100,105,105,7,49728,100,0,1.0,1.0,8,0.137,7.277,1.023,8.436,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:29:02+00:00,Rock,Spectrum,9,MultiRocket,pca,100,20,50,4,49728,20,1,0.42,0.47619047619047616,8,0.914,1.054,1.117,3.085,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:29:20+00:00,ScreenType,Device,9,MultiRocket,pca,100,375,375,3,49728,100,0,0.6586666666666666,0.6586666666666666,8,1.163,15.578,1.718,18.459,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:29:23+00:00,ShapeletSim,Simulated,9,MultiRocket,pca,100,20,180,2,49728,20,1,1.0,1.0,8,0.489,0.944,1.754,3.187,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:29:33+00:00,SmoothSubspace,Simulated,9,MultiRocket,pca,100,150,150,3,49728,100,0,0.9666666666666667,0.9666666666666667,8,0.086,8.167,1.555,9.807,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:29:56+00:00,UWaveGestureLibraryX,Motion,9,MultiRocket,pca,100,896,3582,8,49728,100,0,0.8894472361809045,0.8884998879084975,8,3.066,16.364,3.213,22.643,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:30:10+00:00,UWaveGestureLibraryZ,Motion,9,MultiRocket,pca,100,896,3582,8,49728,100,0,0.8397543271915131,0.8408101322469282,8,4.916,6.151,2.645,13.713,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:30:12+00:00,Wine,Spectro,9,MultiRocket,pca,100,57,54,2,49728,57,1,0.8148148148148148,0.8148148148148149,8,0.114,0.298,0.986,1.398,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T14:30:22+00:00,Worms,Motion,9,MultiRocket,pca,100,181,77,5,49728,100,0,0.7662337662337663,0.74497668997669,8,0.744,6.91,2.253,9.906,9,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
