timestamp,dataset,ucr_type,resample,transformer,selector,top_n,n_train,n_test,n_classes,pool_features,used_features,components_capped,accuracy,balanced_accuracy,tabpfn_n_estimators,transform_time,select_time,tabpfn_time,total_time,seed,device,n_cpus,gpu_name,host,notes
2026-09-06T15:09:03+00:00,ACSF1,Device,21,MultiRocket,pca,100,100,100,10,49728,100,0,0.83,0.8300000000000001,8,1.176,3.064,2.377,6.617,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:09:09+00:00,BeetleFly,Image,21,MultiRocket,pca,100,20,20,2,49728,20,1,0.5,0.5,8,0.246,0.968,4.896,6.111,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:09:20+00:00,DistalPhalanxOutlineAgeGroup,Image,21,MultiRocket,pca,100,400,139,3,49728,100,0,0.7769784172661871,0.7585687382297551,8,0.381,5.994,4.821,11.196,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:09:39+00:00,ECG5000,ECG,21,MultiRocket,pca,100,500,4500,5,49728,100,0,0.9475555555555556,0.5741461769044907,8,4.807,10.965,2.642,18.414,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:09:50+00:00,Fish,Image,21,MultiRocket,pca,100,175,175,7,49728,100,0,0.9828571428571429,0.9834783443157828,8,0.377,9.717,1.129,11.224,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:10:08+00:00,FreezerRegularTrain,Sensor,21,MultiRocket,pca,100,150,2850,2,49728,100,0,0.9985964912280701,0.9985964912280701,8,2.753,11.108,3.632,17.493,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:10:14+00:00,FreezerSmallTrain,Sensor,21,MultiRocket,pca,100,28,2850,2,49728,28,1,0.9870175438596491,0.9870175438596491,8,3.416,1.24,1.478,6.134,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:10:17+00:00,Ham,Spectro,21,MultiRocket,pca,100,109,105,2,49728,100,0,0.8285714285714286,0.829520697167756,8,0.272,0.759,1.059,2.09,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:10:19+00:00,ItalyPowerDemand,Sensor,21,MultiRocket,pca,100,67,1029,2,49728,67,1,0.9426627793974732,0.9427897910150052,8,0.271,0.716,1.28,2.268,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:10:34+00:00,MixedShapesSmallTrain,Image,21,MultiRocket,pca,100,100,2425,5,49728,100,0,0.8931958762886598,0.8948061204369214,8,6.177,5.498,2.949,14.625,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:10:54+00:00,PhalangesOutlinesCorrect,Image,21,MultiRocket,pca,100,1800,858,2,49728,100,0,0.8706293706293706,0.8572712904851345,8,2.364,15.749,2.343,20.456,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:11:04+00:00,Plane,Sensor,21,MultiRocket,pca,100,105,105,7,49728,100,0,1.0,1.0,8,0.135,6.959,2.129,9.223,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:11:07+00:00,Rock,Spectrum,21,MultiRocket,pca,100,20,50,4,49728,20,1,0.76,0.7678571428571428,8,0.939,0.962,1.655,3.557,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:11:21+00:00,ScreenType,Device,21,MultiRocket,pca,100,375,375,3,49728,100,0,0.672,0.672,8,1.17,11.365,1.181,13.717,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:11:23+00:00,ShapeletSim,Simulated,21,MultiRocket,pca,100,20,180,2,49728,20,1,1.0,1.0,8,0.488,0.678,1.09,2.256,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:11:32+00:00,SmoothSubspace,Simulated,21,MultiRocket,pca,100,150,150,3,49728,100,0,0.96,0.96,8,0.075,7.305,1.141,8.522,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:11:52+00:00,UWaveGestureLibraryX,Motion,21,MultiRocket,pca,100,896,3582,8,49728,100,0,0.8869346733668342,0.8860092276273626,8,4.831,11.642,2.854,19.326,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:12:09+00:00,UWaveGestureLibraryZ,Motion,21,MultiRocket,pca,100,896,3582,8,49728,100,0,0.8341708542713567,0.8353355491072095,8,3.027,11.019,2.83,16.876,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:12:14+00:00,Wine,Spectro,21,MultiRocket,pca,100,57,54,2,49728,57,1,0.8518518518518519,0.8518518518518519,8,0.113,2.946,2.167,5.226,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
2026-09-06T15:12:27+00:00,Worms,Motion,21,MultiRocket,pca,100,181,77,5,49728,100,0,0.7532467532467533,0.7392074592074592,8,0.73,11.414,1.238,13.382,21,cuda,16,NVIDIA A100-SXM4-80GB,gpu201-02-l,a100-reference
